"id","ncbi_id","name","name_class","node_rank","parent_ncbi_id","edited_name","left_value","right_value"
33569504,33569504,"Notolabrus gymnogenis","scientific name","species","98381","Notolabrus gymnogenis",0,0
33569501,33569501,"Macropharyngodon meleagris","scientific name","species","241317","Macropharyngodon meleagris",0,0
33569498,33569498,"Larabicus quadrilineatus","scientific name","species","241313","Larabicus quadrilineatus",0,0
33569495,33569495,"Labroides rubrolabiatus","scientific name","species","241307","Labroides rubrolabiatus",0,0
33569492,33569492,"Labrichthys unilineatus","scientific name","species","241305","Labrichthys unilineatus",0,0
33569489,33569489,"Halichoeres solorensis","scientific name","species","51788","Halichoeres solorensis",0,0
33569486,33569486,"Halichoeres radiatus","scientific name","species","51788","Halichoeres radiatus",0,0
33569483,33569483,"Halichoeres miniatus","scientific name","species","51788","Halichoeres miniatus",0,0
33569480,33569480,"Halichoeres hortulanus","scientific name","species","51788","Halichoeres hortulanus",0,0
33569477,33569477,"Halichoeres argus","scientific name","species","51788","Halichoeres argus",0,0
33569474,33569474,"Diproctacanthus xanthurus","scientific name","species","241286","Diproctacanthus xanthurus",0,0
33569471,33569471,"Cryptotomus roseus","scientific name","species","90411","Cryptotomus roseus",0,0
33569468,33569468,"Coris aygula","scientific name","species","126328","Coris aygula",0,0
33569465,33569465,"Choerodon schoenleinii","scientific name","species","91744","Choerodon schoenleinii",0,0
33569462,33569462,"Cheilio inermis","scientific name","species","241272","Cheilio inermis",0,0
33569459,33569459,"Cheilinus fasciatus","scientific name","species","202584","Cheilinus fasciatus",0,0
33569456,33569456,"Austrolabrus maculatus","scientific name","species","241265","Austrolabrus maculatus",0,0
33569453,33569453,"Achoerodus viridis","scientific name","species","241260","Achoerodus viridis",0,0
194351322,194351322,"Pseudodax moluccanus","scientific name","species","188118","Pseudodax moluccanus",0,0
194351319,194351319,"Centrolabrus exoletus","scientific name","species","171730","Centrolabrus exoletus",0,0
194351316,194351316,"Oxycheilinus digramma","scientific name","species","241326","Oxycheilinus digramma",0,0
194351313,194351313,"Sparisoma chrysopterum","scientific name","species","51764","Sparisoma chrysopterum",0,0
194351310,194351310,"Scarus taeniopterus","scientific name","species","59660","Scarus taeniopterus",0,0
194351307,194351307,"Scarus rubroviolaceus","scientific name","species","59660","Scarus rubroviolaceus",0,0
194351304,194351304,"Chlorurus japanensis","scientific name","species","126670","Chlorurus japanensis",0,0
194351301,194351301,"Scarus oviceps","scientific name","species","59660","Scarus oviceps",0,0
194351298,194351298,"Scarus iseri","scientific name","species","59660","Scarus iseri",0,0
194351295,194351295,"Scarus ghobban","scientific name","species","59660","Scarus ghobban",0,0
194351292,194351292,"Scarus flavipectoralis","scientific name","species","59660","Scarus flavipectoralis",0,0
194351289,194351289,"Scarus coelestinus","scientific name","species","59660","Scarus coelestinus",0,0
194351286,194351286,"Nicholsina usta","scientific name","species","59658","Nicholsina usta",0,0
194351283,194351283,"Cryptotomus roseus","scientific name","species","90411","Cryptotomus roseus",0,0
194351280,194351280,"Chlorurus microrhinos","scientific name","species","126670","Chlorurus microrhinos",0,0
194351277,194351277,"Chlorurus bleekeri","scientific name","species","126670","Chlorurus bleekeri",0,0
194351274,194351274,"Calotomus carolinus","scientific name","species","188111","Calotomus carolinus",0,0
76365384,76365384,"Stethojulis bandanensis","scientific name","species","241347","Stethojulis bandanensis",0,0
76365381,76365381,"Halichoeres leucoxanthus","scientific name","species","51788","Halichoeres leucoxanthus",0,0
76365378,76365378,"Halichoeres chloropterus","scientific name","species","51788","Halichoeres chloropterus",0,0
76365375,76365375,"Anampses geographicus","scientific name","species","241262","Anampses geographicus",0,0
76365372,76365372,"Macropharyngodon meleagris","scientific name","species","241317","Macropharyngodon meleagris",0,0
76365369,76365369,"Macropharyngodon cyanoguttatus","scientific name","species","241317","Macropharyngodon cyanoguttatus",0,0
60684715,60684715,"Halichoeres chloropterus","scientific name","species","51788","Halichoeres chloropterus",0,0
60684712,60684712,"Halichoeres margaritaceus","scientific name","species","51788","Halichoeres margaritaceus",0,0
60684709,60684709,"Coris batuensis","scientific name","species","126328","Coris batuensis",0,0
60684706,60684706,"Halichoeres biocellatus","scientific name","species","51788","Halichoeres biocellatus",0,0
60684703,60684703,"Halichoeres richmondi","scientific name","species","51788","Halichoeres richmondi",0,0
60684700,60684700,"Halichoeres papilionaceus","scientific name","species","51788","Halichoeres papilionaceus",0,0
60684697,60684697,"Halichoeres marginatus","scientific name","species","51788","Halichoeres marginatus",0,0
60684694,60684694,"Coris pictoides","scientific name","species","126328","Coris pictoides",0,0
60684691,60684691,"Macropharyngodon meleagris","scientific name","species","241317","Macropharyngodon meleagris",0,0
60684688,60684688,"Hologymnosus annulatus","scientific name","species","241304","Hologymnosus annulatus",0,0
60684685,60684685,"Coris aygula","scientific name","species","126328","Coris aygula",0,0
60684682,60684682,"Pseudocoris yamashiroi","scientific name","species","241336","Pseudocoris yamashiroi",0,0
60684679,60684679,"Halichoeres trimaculatus","scientific name","species","51788","Halichoeres trimaculatus",0,0
60684676,60684676,"Halichoeres semicinctus","scientific name","species","51788","Halichoeres semicinctus",0,0
60684673,60684673,"Halichoeres garnoti","scientific name","species","51788","Halichoeres garnoti",0,0
60684670,60684670,"Halichoeres nicholsi","scientific name","species","51788","Halichoeres nicholsi",0,0
60684667,60684667,"Halichoeres dispilus","scientific name","species","51788","Halichoeres dispilus",0,0
60684664,60684664,"Halichoeres hartzfeldii","scientific name","species","51788","Halichoeres hartzfeldii",0,0
60684661,60684661,"Anampses twistii","scientific name","species","241262","Anampses twistii",0,0
60684658,60684658,"Cheilio inermis","scientific name","species","241272","Cheilio inermis",0,0
60684655,60684655,"Thalassoma quinquevittatum","scientific name","species","76337","Thalassoma quinquevittatum",0,0
27435142,27435142,"Scarus hoefleri","scientific name","species","59660","Scarus hoefleri",0,0
21238625,21238625,"Choerodon fasciatus","scientific name","species","91744","Choerodon fasciatus",0,0
21238622,21238622,"Leptoscarus vaigiensis","scientific name","species","188115","Leptoscarus vaigiensis",0,0
21238619,21238619,"Bolbometopon muricatum","scientific name","species","188109","Bolbometopon muricatum",0,0
21238616,21238616,"Cetoscarus bicolor","scientific name","species","188106","Cetoscarus bicolor",0,0
21238613,21238613,"Scarus guacamaia","scientific name","species","59660","Scarus guacamaia",0,0
21238610,21238610,"Sparisoma aurofrenatum","scientific name","species","51764","Sparisoma aurofrenatum",0,0
20278682,20278682,"Coris julis","scientific name","species","126328","Coris julis",0,0
20278679,20278679,"Symphodus bailloni","scientific name","species","130471","Symphodus bailloni",0,0
20278676,20278676,"Symphodus roissali","scientific name","species","130471","Symphodus roissali",0,0
20278673,20278673,"Symphodus cinereus","scientific name","species","130471","Symphodus cinereus",0,0
15778652,15778652,"Ctenolabrus rupestris","scientific name","species","171734","Ctenolabrus rupestris",0,0
15778649,15778649,"Symphodus rostratus","scientific name","species","130471","Symphodus rostratus",0,0
15778646,15778646,"Symphodus trutta","scientific name","species","130471","Symphodus trutta",0,0
15778643,15778643,"Centrolabrus caeruleus","scientific name","species","171730","Centrolabrus caeruleus",0,0
126143620,126143620,"Pseudolabrus sieboldi","scientific name","species","83879","Pseudolabrus sieboldi",0,0
68480475,68480475,"Hemigymnus melapterus","scientific name","species","241302","Hemigymnus melapterus",0,0
68480410,68480410,"Hemigymnus melapterus","scientific name","species","241302","Hemigymnus melapterus",0,0
99642182,99642182,"Thalassoma lutescens","scientific name","species","76337","Thalassoma lutescens",0,0
99642172,99642172,"Symphodus tinca","scientific name","species","130471","Symphodus tinca",0,0
99642162,99642162,"Symphodus melanocercus","scientific name","species","130471","Symphodus melanocercus",0,0
99642152,99642152,"Stethojulis bandanensis","scientific name","species","241347","Stethojulis bandanensis",0,0
99642142,99642142,"Notolabrus tetricus","scientific name","species","98381","Notolabrus tetricus",0,0
99642133,99642133,"Labropsis australis","scientific name","species","241311","Labropsis australis",0,0
99642122,99642122,"Hemigymnus melapterus","scientific name","species","241302","Hemigymnus melapterus",0,0
99642111,99642111,"Halichoeres margaritaceus","scientific name","species","51788","Halichoeres margaritaceus",0,0
99642101,99642101,"Ctenolabrus rupestris","scientific name","species","171734","Ctenolabrus rupestris",0,0
99642090,99642090,"Cheilinus trilobatus","scientific name","species","202584","Cheilinus trilobatus",0,0
99642080,99642080,"Anampses geographicus","scientific name","species","241262","Anampses geographicus",0,0
29122955,29122955,"Coris julis","scientific name","species","126328","Coris julis",0,0
53749074,53749074,"Chlorurus sordidus","scientific name","species","126670","Chlorurus sordidus",0,0
48596884,48596884,"Pseudolabrus sieboldi","scientific name","species","83879","Pseudolabrus sieboldi",0,0
48596881,48596881,"Pseudolabrus fuentesi","scientific name","species","83879","Pseudolabrus fuentesi",0,0
48596878,48596878,"Notolabrus tetricus","scientific name","species","98381","Notolabrus tetricus",0,0
48596875,48596875,"Suezichthys gracilis","scientific name","species","242815","Suezichthys gracilis",0,0
906357716,906357716,"Scarus quoyi","scientific name","species","59660","Scarus quoyi",0,0
906357491,906357491,"Coris dorsomacula","scientific name","species","126328","Coris dorsomacula",0,0
906357486,906357486,"Choerodon robustus","scientific name","species","91744","Choerodon robustus",0,0
906357482,906357482,"Oxycheilinus bimaculatus","scientific name","species","241326","Oxycheilinus bimaculatus",0,0
906357478,906357478,"Pseudolabrus sieboldi","scientific name","species","83879","Pseudolabrus sieboldi",0,0
906357473,906357473,"Thalassoma hardwicke","scientific name","species","76337","Thalassoma hardwicke",0,0
906357469,906357469,"Chlorurus microrhinos","scientific name","species","126670","Chlorurus microrhinos",0,0
906357465,906357465,"Scarus niger","scientific name","species","59660","Scarus niger",0,0
627473966,627473966,"Xyrichtys novacula","scientific name","species","13763","Xyrichtys novacula",0,0
109158908,109158908,"Lachnolaimus maximus","scientific name","species","202589","Lachnolaimus maximus",0,0
222839605,222839605,"Pseudolabrus eoethinus","scientific name","species","83879","Pseudolabrus eoethinus",0,0
208969317,208969317,"Scarus rubroviolaceus","scientific name","species","59660","Scarus rubroviolaceus",0,0
126215459,126215459,"Halichoeres melanurus","scientific name","species","51788","Halichoeres melanurus",0,0
359294019,359294019,"Macropharyngodon bipartitus","scientific name","species","241317","Macropharyngodon bipartitus",0,0
359294015,359294015,"Anampses twistii","scientific name","species","241262","Anampses twistii",0,0
359294011,359294011,"Anampses meleagrides","scientific name","species","241262","Anampses meleagrides",0,0
359294007,359294007,"Anampses lineatus","scientific name","species","241262","Anampses lineatus",0,0
359294003,359294003,"Anampses femininus","scientific name","species","241262","Anampses femininus",0,0
359293999,359293999,"Anampses cuvier","scientific name","species","241262","Anampses cuvier",0,0
359293995,359293995,"Anampses caeruleopunctatus","scientific name","species","241262","Anampses caeruleopunctatus",0,0
33569532,33569532,"Xiphocheilus typus","scientific name","species","241352","Xiphocheilus typus",0,0
33569528,33569528,"Tautogolabrus adspersus","scientific name","species","34786","Tautogolabrus adspersus",0,0
33569524,33569524,"Sparisoma chrysopterum","scientific name","species","51764","Sparisoma chrysopterum",0,0
33569520,33569520,"Pteragogus cryptus","scientific name","species","202595","Pteragogus cryptus",0,0
33569516,33569516,"Pseudojuloides atavai","scientific name","species","241338","Pseudojuloides atavai",0,0
33569512,33569512,"Pictilabrus laticlavius","scientific name","species","241332","Pictilabrus laticlavius",0,0
33569508,33569508,"Oxycheilinus bimaculatus","scientific name","species","241326","Oxycheilinus bimaculatus",0,0
33569504,33569504,"Notolabrus gymnogenis","scientific name","species","98381","Notolabrus gymnogenis",0,0
33569500,33569500,"Macropharyngodon geoffroy","scientific name","species","241317","Macropharyngodon geoffroy",0,0
33569496,33569496,"Labropsis australis","scientific name","species","241311","Labropsis australis",0,0
33569492,33569492,"Labrichthys unilineatus","scientific name","species","241305","Labrichthys unilineatus",0,0
33569488,33569488,"Halichoeres papilionaceus","scientific name","species","51788","Halichoeres papilionaceus",0,0
33569484,33569484,"Halichoeres nicholsi","scientific name","species","51788","Halichoeres nicholsi",0,0
33569480,33569480,"Halichoeres hortulanus","scientific name","species","51788","Halichoeres hortulanus",0,0
33569476,33569476,"Gomphosus varius","scientific name","species","8248","Gomphosus varius",0,0
33569472,33569472,"Cymolutes praetextatus","scientific name","species","241283","Cymolutes praetextatus",0,0
33569468,33569468,"Coris aygula","scientific name","species","126328","Coris aygula",0,0
33569464,33569464,"Choerodon anchorago","scientific name","species","91744","Choerodon anchorago",0,0
33569460,33569460,"Cheilinus oxycephalus","scientific name","species","202584","Cheilinus oxycephalus",0,0
33569456,33569456,"Austrolabrus maculatus","scientific name","species","241265","Austrolabrus maculatus",0,0
140270852,140270852,"Scarus psittacus","scientific name","species","59660","Scarus psittacus",0,0
194351320,194351320,"Lachnolaimus maximus","scientific name","species","202589","Lachnolaimus maximus",0,0
194351316,194351316,"Oxycheilinus digramma","scientific name","species","241326","Oxycheilinus digramma",0,0
194351312,194351312,"Sparisoma aurofrenatum","scientific name","species","51764","Sparisoma aurofrenatum",0,0
194351308,194351308,"Scarus schlegeli","scientific name","species","59660","Scarus schlegeli",0,0
194351304,194351304,"Chlorurus japanensis","scientific name","species","126670","Chlorurus japanensis",0,0
194351300,194351300,"Scarus niger","scientific name","species","59660","Scarus niger",0,0
194351296,194351296,"Scarus globiceps","scientific name","species","59660","Scarus globiceps",0,0
194351292,194351292,"Scarus flavipectoralis","scientific name","species","59660","Scarus flavipectoralis",0,0
194351288,194351288,"Scarus chameleon","scientific name","species","59660","Scarus chameleon",0,0
194351284,194351284,"Hipposcarus longiceps","scientific name","species","188113","Hipposcarus longiceps",0,0
